name	kind	style	score	score_counts	first_release_time	play_status	official_name	tv_station	school	language	station_ranking	level	resource_views	collect_counts	translator	scenarist	starring	alias	director	cycle	area	company	imdb
空姐刑警～纽约杀人案～	日剧	剧情/悬疑	5.7		2014-07-07 周一		Cabin Attendant Keiji New York Satsujin Jiken	富士		日语					人人影视字幕组						日本		
注册情缘	电影	喜剧/爱情	8.6		2013-10-09 周三		At Middleton			英语	3009				暂无						美国	CineSon Entertainment 	
宇航员的妻子	电影	剧情/科幻/惊悚	8.2		1999-08-27 周五		The Astronaut's Wife			英语	4121				暂无						美国	新线电影公司	
逃亡之路	电影	动作/剧情/爱情/罪案/冒险	8.9		1994-02-11 周五		The Getaway			英语	2079				暂无						美国	 Filmayer S.A	
船长哈洛克  中文字幕	电影	动作/战争/动画/灾难	7.0		2013-09-07 周六		Space Pirate Captain Harlock			日语	6838				暂无						日本		
明天，妈妈不在	日剧	剧情	9.5		2014-01-15 周三		Ashita Mama ga Inai	NTV		日语											日本		
七天	电影	惊悚/罪案	8.4		2007-03-01 周四		Seven Days			韩语	3406				暂无						韩国		
久石让在武道馆 ～与宫崎骏动画一同走过的25年全纪录	音乐会	歌舞	9.7		2008-07-09 周三		Joe Hisaishi in Budoukan	其他		日语											日本		
西班牙队 世界最强的天才头脑	纪录片	纪录/体育/科教	5.8		2014-06-09 周一		Miracle body	NHK		日语											日本		
鲁邦三世VS名侦探柯南THE MOVIE	电影	动作/悬疑/罪案/动画	7.8		2013-12-07 周六		Lupin III vs Detective Conan The Movie			日语	3968				暂无						日本	东宝株式会社	
SPEC～结～渐之篇	电影	剧情	8.5		2013-11-01 周五		SPEC~Ketsu~Zen no hen			日语	23				暂无						日本		
朝鲜 权力与金钱之谜	纪录片	纪录	9.2		2014-04-13 周日		NHK SPECIAL	NHK		日语											日本		
没撑伞的蝼蚁们	日剧	剧情	9.2		2016-01-09 周六		Kasa wo Motanai Aritachi wa	富士		日语											日本		
替罪羊	电影	剧情	0.0		2013-10-16 周三		Au bonheur des ogres			法语	10589				暂无						法国		
地平线: 马航370，你在哪？	电影	纪录/科教	8.3		2014-06-17 周二		BBC Horizon: Where is MH370?			英语	3394				暂无						英国	BBC	
少年魔法师	美剧	喜剧/魔幻	8.6		2007-12-12 周三		Wizards of Waverly Place	Disney		英语		A									美国		
幻影车神3：魔盗激情	电影	动作/剧情/魔幻/悬疑/罪案	7.0		2013-12-24 周二		Dhoom 3.2013			印度语	29				暂无						印度		
男人的真相	电影	剧情/喜剧/爱情	6.0		2010-03-04 周四		Separation City			英语/德语	8627				暂无						其他		
新解释 日本史	日剧	喜剧	6.4		2014-04-29 周二		Shinkaishaku Nihonshi	TBS		日语											日本		
神的孩子	电影	剧情/喜剧	0.0		2014-01-15 周三		Divin enfant			法语	10292				暂无						法国		
死神君	日剧	剧情/魔幻	8.7		2014-04-18 周五		Shinigami Kun	朝日		日语											日本		
SMOKING GUN～决定性证据～	日剧	喜剧/罪案	7.5		2014-04-09 周三		SMOKING GUN~Ketteiteki Shoko~	富士		日语											日本		
以弱胜强	日剧	剧情/青春/励志	8.2		2014-04-12 周六		Yowakutemo Katemasu	NTV		日语											日本		
林中漫步	电影	剧情/喜剧/冒险	8.7		2015-09-02 周三		A Walk in the Woods			英语	2717				暂无						美国		
黑色弥撒	电影	剧情/罪案/传记	8.6		2015-09-18 周五		Black Mass			英语	2988				暂无						美国		
红鳉鱼	日剧	剧情	9.5		2015-12-28 周一		AKAMEDAKA	TBS		日语											日本		
圣杯骑士	电影	剧情/爱情	6.8		2016-03-04 周五		Knight of Cups			英语	7558				暂无						美国		
被解放的姜戈	电影	动作/剧情/西部	9.0		2012-12-25 周二		Django.Unchained			英语	75				暂无						美国	The Weinstein Company 	
魔鬼银爪	电影	剧情/喜剧/恐怖/惊悚	7.2		1993-11-05 周五		Cronos			英语/西班牙语	6821				暂无						其他		
世界奇妙物语25周年秋季特别篇	日剧	悬疑	9.3		2015-11-21 周六		Yonimo Kimyouna Monogatari 25 Shunen Aki no SP	富士		日语											日本		
滑稽六人组	电影	动作/喜剧/西部/枪战	7.3		2015-12-11 周五		The Ridiculous 6			英语	6569				暂无						美国		
新宿天鹅	电影	剧情	7.8		2015-05-30 周六		Shinjuku Swan			日语	5402				暂无						日本	索尼	
愚人节	电影	喜剧	8.9		2015-04-01 周三		April Fools			日语	1993				暂无						日本	东宝	
暗杀教室	电影	动作/剧情	8.2		2015-03-21 周六		Ansatsu Kyoshitsu			日语	4009				暂无						日本	东宝	
以我为名的变奏曲	日剧	悬疑	8.5		2015-10-02 周五		Watashitoiuna no Hensoukyoku	富士		日语											日本		
约会～恋爱究竟是什么呢	日剧	喜剧/爱情	9.3		2015-01-19 周一		Date Koitowa Donnamonokashira	富士		日语											日本		
迷失法兰克福	电影	剧情/生活	7.5		2015-01-11 周日		G: Lost in Frankfurt			德语	6131				暂无						德国		
蝴蝶：成人世界	电影	剧情/爱情	4.3		2015-07-18 周六		Butterfly: Adult World			韩语	9890				暂无						韩国		
欣古河奇遇记	电影	剧情/生活/纪录/暴力/血腥/冒险/科教/传记	6.0		2012-09-20 周四		Xingu			葡萄牙语	8770				暂无						美国		
毛骨悚然撞鬼经-2016夏季特别篇-	日剧	恐怖/惊悚	8.1		2016-08-20 周六		Honto ni Atta Kowai Hanashi 2016	富士		日语											日本		
星球大战7：原力觉醒	电影	动作/科幻/冒险	7.5		2015-12-18 周五		Star Wars: The Force Awakens			英语	5787				暂无						美国		
哆啦A梦 ： 伴我同行	电影	剧情/冒险/动画	9.3		2014-08-08 周五		Stand by Me Doraemon			日语	798				暂无						日本		
侦探的侦探	日剧	动作/剧情/罪案	8.5		2015-07-09 周四		Tantei no Tantei	富士		日语											日本		
闪烁的爱情	电影	青春/爱情	8.0		2015-03-14 周六		Strobe Edge			日语	4669				暂无						日本	东宝	
拉孔布·吕西安	电影	剧情	9.0		1974-01-30 周三		Lacombe Lucien			英语/德语/法语	1851				暂无						法国		
萨拉戈萨手稿	电影	剧情/魔幻	6.0		1965-02-09 周二		Rekopis znaleziony w Saragossie			其他	8966				暂无						其他		
我们仍未知道那天所看见的花的名字。	日剧	剧情/青春	7.0		2015-09-21 周一		Ano Hi Mita Hana no Namae o Bokutachi wa Mada Shiranai	富士		日语											日本		
最卖座电影	电影	纪录	7.3		2011-08-24 周三		The Greatest Movie Ever Sold			英语	6732				暂无						美国	metacritic	
爱情自由人	美剧	喜剧/爱情	0.0		2011-09-14 周三		Free Agents	NBC		英语											美国		
小希	晨间剧	剧情/青春/爱情/励志	9.2		2015-03-30 周一		mare	NHK		日语											日本		
恶心的科学	加剧	动画	7.2		2006-09-29 周五		Grossology	其他		英语											加拿大		
避风港湾	电影	剧情	8.1		2016-08-10 周三		Fair Haven			英语	4356				暂无						美国		
我来接您了。	日剧	剧情	8.4		2016-04-23 周六		Omukae Death	NTV		日语											日本		
曼哈顿夜曲	电影	剧情/惊悚/悬疑/罪案	8.3		2016-05-20 周五		Manhattan Nocturne			英语	3834				暂无						美国		
天空之眼	电影	战争/剧情	7.8		2016-03-10 周四		Eye in the Sky 			英语	5307				暂无						美国		
猎鹿惊魂	英剧	喜剧	8.4		2016-02-27 周六		Stag	BBC		英语											英国		
第60届艾美奖颁奖典礼	美剧	纪录	8.5		2008-09-23 周二		The 60th Emmy Award	其他		英语											美国		
2009年第61届艾美奖颁奖典礼	美剧	纪录	7.3		2009-09-21 周一		61st Primetime Emmy Awards	其他		英语											美国		
咕咕是一只猫2 -good good the fortune cat-	日剧	剧情	9.3		2016-06-11 周六		Gougou datte Nekodearu 2 good good the fortune cat	WOWOW		日语											日本		
斩蛇	电影	剧情	7.0		2015-09-25 周五		Cut Snake			英语	7093				暂无						澳大利亚		
万事成空	电影	剧情	7.3		2004-06-16 周三		Everything Goes			英语	6692				暂无						澳大利亚		
灵魂奔跑者	电影	剧情/历史/传记	7.6		2013-07-12 周五		Bhaag Milkha Bhaag			印度语	5804				暂无						印度		
银翼杀手	电影	剧情/科幻/惊悚	8.9		1982-06-25 周五		Blade Runner			英语	1875				暂无						美国		
世界奇妙物语2016年春季特别篇	日剧	恐怖/悬疑	9.3		2016-05-28 周六		Yonimo Kimyouna Monogatari 2016nen Haru no SP	富士		日语											日本		
王牌贱谍：格林斯比	电影	动作/喜剧	7.8		2016-02-24 周三		The Brothers Grimsby			英语	5158				暂无						美国		
TED演讲	公开课	心理学/社会人文/历史/金融/法律/美术/计算机/喜剧/音乐/制造/电子/物理/其他	9.4				TED: Ideas Worth Spreading		TED	英语	9				暂无						美国		
波吉亚家族 法国版	法剧	剧情/历史	9.3		2011-07-10 周日		Borgia	其他		法语											法国		
天地大冲撞	电影	动作/剧情/科幻/惊悚/灾难	8.1		1998-05-08 周五		Deep Impact			英语	4243				暂无						美国		
沙漠之花	电影	剧情	8.9		2009-09-24 周四		Desert Flower			英语/法语/其他	2014				暂无						英国		
完美计划	电影	剧情	8.3		2012-02-03 周五		Best Laid Plans			英语	3463				暂无						英国		
黑死病	电影	剧情/恐怖/悬疑/冒险	6.5		2010-05-28 周五		Black Death			英语	7966				暂无						英国		
黑皮书	电影	战争/剧情/惊悚	8.6		2006-09-14 周四		Zwartboek			其他	2850				暂无						其他		
鸭子王朝	真人秀	真人秀/体育/冒险/西部	6.6		2012-03-21 周三		Duck Dynasty	A&E		英语											美国		
破茧家庭	美剧	剧情/喜剧/生活	8.8		2016-03-08 周二		The Real O'Neals	ABC		英语										1day	美国		
缘来是邻居	墨剧	剧情/喜剧/偶像/爱情	8.7		2015-05-17 周日		la vecina	其他		西班牙语										补剧中	墨西哥		
雪岛迷踪	英剧	剧情/惊悚/悬疑	8.3		2015-01-30 周五		Fortitude	其他		英语		A								无制作计划	英国		
LEADERS Ⅱ	日剧	历史	8.4		2017-03-26 周日		LEADERS Ⅱ	TBS		日语											日本		
日本：用来出卖的少年情色	纪录片	纪录	5.6		2017-02-28 周二		Stacey Dooley Investigates - Young Sex for Sale in Japan	BBC		英语					人人影视字幕组						英国		
沉默	电影	剧情/历史	8.9		2016-11-29		Silence			英语	2045				暂无						美国		
火车上的女孩	电影	剧情/惊悚/悬疑	7.6		2016-10-07		The Girl on the Train			英语	5888				暂无						美国		
VICE纪录片合集	大剧		6.6		2017-03-06		VICE Documentaries								人人影视字幕组						大陆		
黑夜传说5：血战	电影	动作/恐怖	7.6		2017-01-06		Underworld: Blood Wars			英语	5358				暂无						美国		
斯隆女士	电影	剧情/惊悚	9.8		2016-11-11		Miss Sloane			英语	119				暂无						美国		
青空呐喊	电影	青春/爱情	9.1		2016-08-20 周六		Aozora Yell			日语	1452				暂无						日本	东宝	
保持站立	电影	剧情	9.5		2016-05-12		Rester vertical			法语	566				暂无						法国		
生化危机：吉尔前传	美剧	动作/科幻/恐怖	7.5		2013-01-30 周三		Project   S.E.R.A			英语					luckydag						美国		
夏美的萤火虫	电影	剧情	7.1		2016-06-11 周六		Natsumi no Hotaru			日语	7018				暂无						日本	永旺娱乐	
科幻短片专辑·十一月份	电影	科幻/恐怖	6.9		2012-04-11 周三		 Henri / Darth Maul Apprentice/Loom / Vessel/ P.L.U.G / Lost Memories 2.0			英语	7362				暂无						美国		
第59届格莱美颁奖典礼	美剧	综艺	9.5		2017-02-13 周一		The 59th Annual Grammy Awards 2017	CBS		英语					人人影视字幕组					1day	美国		
新世纪福音战士新剧场版：破	电影	动画/动作/剧情/科幻	9.5		2009-06-27 周六		Evangerion shin gekijôban: Ha			日语	300				暂无						日本	Gainax	
谜一样的双眼	电影	剧情/悬疑/爱情	8.6		2009-08-13 周四		El secreto de sus ojos			西班牙语	2800				暂无						西班牙		
火鸡总动员	电影	喜剧/冒险/动画	7.1		2013-11-01 周五		Free Birds			英语	6861				暂无						美国		
全金属外壳	电影	战争/剧情	9.2		1987-06-26 周五		Full Metal Jacket			英语	1066				暂无						美国	华纳兄弟影片公司	
一目了然	英剧	剧情	8.0		2016-12-07 周三		In Plain Sight	ITV		英语											英国		
不愉快的果实	日剧	爱情	8.2		2016-04-29 周五		Fukigen na Kajitsu	朝日		日语					人人影视字幕组						日本		
女教皇	电影	剧情/历史/爱情	7.5		2009-01-15 周四		Die Päpstin			英语	6190				暂无						德国		
无秩序青春	电影	剧情	8.3		2015-08-09 周日		I Promise You Anarchy			西班牙语	3921				暂无						墨西哥		
我们	电影	剧情/爱情	9.0		2016-01-01 周五		About Us			葡萄牙语	1743				暂无						巴西		
幸福的记忆	日剧	剧情	7.2		2017-01-08 周日		Shiawase no Kioku	TBS		日语					人人影视字幕组						日本		
侠探杰克：永不回头	电影	动作/剧情/惊悚/悬疑	7.2		2016-10-21		Jack Reacher: Never Go Back			英语	6782				暂无						美国		
撕裂的末日	电影	动作/剧情/科幻/惊悚	8.8		2003-02-26 周三		Equilibrium			英语	1873				暂无						美国		
弗兰西丝·哈	电影	剧情/喜剧	8.5		2013-05-17 周五		Frances Ha  			英语	3155				暂无						美国		
逃离猩球	电影	动作/科幻/惊悚	8.4		1971-05-21 周五		Escape from the Planet of the Apes			英语	3562				暂无						美国		
风流教师霹雳妹	电影	喜剧/剧情	8.0		1999-05-07 周五		Election			英语	4464				暂无						美国	派拉蒙影业公司	
饥饿	电影	剧情/历史/传记	8.7		2008-10-31 周五		Hunger			英语	2496				暂无						英国	Film4	
来自地狱	电影	恐怖/惊悚/悬疑	7.5		2001-10-19 周五		From Hell			英语	6035				暂无						美国	20世纪福克斯电影公司	
美国派6：兄弟会	电影	喜剧	7.6		2007-12-21 周五		American Pie Presents Beta House			英语	5559				暂无						加拿大	Rogue Pictures	
大力士	电影	歌舞/爱情/动画/幻想	9.5		1997-10-08 周三		Hercules  			英语	494				暂无						美国		
火山对对碰	电影	剧情/喜剧	8.9		2013-10-02 周三		Eyjafjallajökull			法语	1934				暂无						法国		
蓝丝绒	电影	惊悚/悬疑/罪案	8.5		1986-09-19 周五		Blue Velvet			英语	3103				暂无						美国		
名扬四海	电影	剧情/喜剧/歌舞/爱情	8.5		2009-09-25 周五		Fame			英语	3114				暂无						美国	联美电影公司	
笨贼妙探	电影	动作/喜剧/惊悚/罪案	8.9		1999-09-17 周五		Blue Streak			英语	2044				暂无						美国		
国家的敌人	电影	动作/剧情/惊悚	8.9		1998-11-20 周五		Enemy of the State			英语	1855				暂无						美国	试金石影片公司	
E.T. 外星人	电影	剧情/科幻/冒险	9.4		1982-06-11 周五		E.T. the Extra-Terrestrial			英语	631				暂无						美国		
伊甸园之东	电影	剧情	8.4		1955-04-10 周日		East of Eden			英语	3467				暂无						美国		
魔鬼末日	电影	动作/恐怖/惊悚/悬疑/幻想	8.0		1999-11-16 周二		End of Days			英语	4475				暂无						美国		
记忆提取	电影	剧情/科幻	5.5		2012-04-01 周日		Extracted			英语	8274				暂无						美国		
冒牌天神2	电影	喜剧/生活	7.4		2007-06-22 周五		Evan Almighty			英语	6261				暂无						美国	环球影业	
雨水危机	电影	历史	9.4		2011-01-07 周五		También la lluvia			西班牙语	637				暂无						西班牙		
黑洞表面	电影	科幻/恐怖/惊悚	8.1		1997-08-15 周五		Event Horizon			英语	4265				暂无						美国		
妙女神探	美剧	剧情/罪案	9.2		2010-07-13 周二		Rizzoli And Isles	TNT		英语										1day	美国		
藩篱	电影		8.3		2016-12-16		Fences				3860				暂无						美国		
隐藏人物	电影	剧情/历史/传记	8.7		2016-12-25		Hidden Figures			英语	2471				暂无						美国		
夺命手机	电影	动作/惊悚/悬疑/罪案	8.3		2010-05-14 周五		Echelon Conspiracy			英语	3805				暂无						美国	Mobicom Entertainment 	
安德的游戏	电影	动作/科幻/冒险	7.7		2013-11-01 周五		Ender's Game			英语	4324				暂无						美国		
天伦之旅	电影	剧情/喜剧/冒险	8.8		2009-12-04 周五		Everybody's Fine			英语	2257				暂无						美国		
她	电影	喜剧/科幻/爱情	9.1		2013-10-12 周六		Her			英语	604				暂无						美国	Annapurna Pictures	
