name	kind	style	score	score_counts	first_release_time	play_status	official_name	tv_station	school	language	station_ranking	level	resource_views	collect_counts	translator	scenarist	starring	alias	director	cycle	area	company	imdb
洛奇6：永远的拳王	电影	剧情	9.2		2006-12-20 周三		Rocky Balboa			英语	1256				暂无						美国		
木乃伊3	电影	魔幻/惊悚	8.8		2008-09-02		The Mummy: Tomb of the Dragon Emperor			英语	1982				暂无						美国		
电锯惊魂7	电影	恐怖/惊悚/悬疑	8.1		2010-10-29		Saw 3D: The Final Chapter			英语	4364				暂无						美国		
电锯惊魂	电影	血腥	9.1		2004-01-19		Saw			英语	583				暂无						美国	狮门影业	
弱点	电影	剧情/励志/传记	9.2		2009-11-20 周五		The Blind Side			英语	862				暂无						美国		
坏中尉	电影	惊悚/罪案	7.4		2009-11-20 周五		The Bad Lieutenant: Port of Call - New Orleans			英语	6243				暂无						美国		
魔法师的学徒	电影	动作/剧情/魔幻/冒险	7.5		2010-07-14 周三		The Sorcerer's Apprentice			英语	5814				暂无						美国		
国家机密	电影	惊悚	7.8		2008-11-08 周六		Secrets of State			法语	5292				暂无						法国		
绿色贝蕾帽	电影	动作/战争/剧情	5.8		1970-06-11 周四		The Green Berets			英语	9073				暂无						美国		
蝙蝠 박쥐	电影	剧情/恐怖/惊悚/爱情	8.3		2009-04-30 周四		Thirst			韩语	3715				暂无						西班牙		
告密者	电影	剧情/罪案/传记	8.8		2010-10-27 周三		The Whistleblower			英语	2193				暂无						德国		
午夜食人列车	电影	剧情/恐怖/惊悚/悬疑/罪案	6.5		2008-08-01 周五		The Midnight Meat Train 			英语	7994				暂无						美国		
纳尼亚传奇1：狮子、女巫和魔衣橱	电影	动作/魔幻/古装/冒险	8.5		2005-12-09 周五		The Chronicles of Narnia			英语	2868				暂无						美国	博伟电影公司	
纳尼亚传奇2：凯斯宾王子	电影	动作/魔幻/冒险	8.1		2008-05-16 周五		The Chronicles of Narnia: Prince Caspian			英语	4240				暂无						美国	Audio Visual Entertainment	
黑蔷薇2 刑事课强行犯系 神木恭子	日剧	罪案	7.8		2019-09-22 周日		黒薔薇2 刑事課強行犯係 神木恭子	朝日		日语		B			幻月字幕组						日本		
迷醉	美剧	剧情	8.5		2019-06-17 周一		Euphoria	HBO		英语		E			人人影视字幕组					0day	美国		
电锯惊魂2	电影	恐怖/惊悚/悬疑	8.9		2005-10-28		Saw II			英语	2131				暂无						美国		
生命之树	电影	剧情/科幻	8.2		2011-05-16 周一		The Tree of Life			英语	3645				暂无						美国		
谈判专家	电影	动作/剧情/惊悚/悬疑/罪案	9.5		1998-07-29 周三		The Negotiator			英语	421				暂无						美国		
怪形前传	电影	科幻/恐怖/惊悚/悬疑	7.8		2011-10-14 周五		The Thing			英语	5123				暂无						英国		
美国之声	真人秀	真人秀	9.5		2011-04-22 周五		The Voice US	NBC		英语											美国		
浴血黑帮	英剧	动作/剧情/暴力	9.3		2013-09-13 周五		Peaky Blinders	BBC		英语		C			人人影视字幕组					0day	英国		
厨艺大师	真人秀	真人秀	9.4		2010-04-02 周五		Masterchef	FOX		英语		A			人人影视字幕组						美国		
凯蒂的道别	电影	剧情	7.6		2016-09-11		Katie Says Goodbye			英语	5946	D			暂无						美国		
夜幕猎人	电影	惊悚	6.5		2018-09-28		Night Hunter			英语	7960	D			暂无						美国		
第71届黄金时段艾美奖颁奖典礼	美剧	剧情	9.0		2019-09-22 周日		The 71st Primetime Emmy Awards	其他		英语		A									美国		
TWO WEEKS	日剧	悬疑	7.9		2019-07-16 周二		TWO WEEKS	富士		日语		A			人人影视字幕组						日本		
刑警ZERO	日剧	罪案	8.0		2019-01-10 周四		Keiji ZERO	朝日		日语		A			人人影视字幕组						日本		
乱世英豪	电影	剧情/历史/爱情	8.4		1967-12-24 周日		Marketa Lazarová			其他	3520				暂无						其他		
终结者外传	美剧	动作/科幻	8.9		2008-03-12 周三		Terminator The Sarah Connor Chronicles	FOX		英语		C			人人影视字幕组						美国		
拜见岳父大人2	电影	喜剧/爱情	6.0		2004-12-22		Meet the Fockers			英语	8926				暂无						美国		
窈窕老爹	电影	剧情/喜剧/冒险	7.7		2005-12-23 周五		Transamerica 			英语/西班牙语	5615				暂无						美国		
叛国者	电影	剧情/惊悚/罪案	8.3		2008-08-27 周三		Traitor			英语	3769				暂无						美国		
贼世至尊	电影	惊悚/罪案	6.7		2009-01-09 周五		Thick as Thieves			英语	7629				暂无						美国		
偷书贼	电影	战争/剧情	9.2		2013-11-08 周五		The Book Thief			英语	829				暂无						美国	Fox 2000 Pictures	
雪国列车	电影	动作/剧情/科幻	6.9		2013-08-01 周四		Snowpiercer			英语/韩语	6077				暂无						韩国	The Weinstein Company LLC	
小叮当：拯救精灵大作战	电影	魔幻/冒险/动画	9.5		2010-09-21 周二		Tinker Bell and the Great Fairy Rescue			英语	480				暂无						美国		
蜘蛛侠：英雄远征	电影	动作/喜剧/科幻/冒险	7.7		2019-06-28 周五		Spider-Man: Far From Home			英语	5264	B			暂无						美国		
邮差总按两次铃	电影	剧情/惊悚/爱情/罪案	8.3		1981-03-20 周五		The.Postman.Always.Rings.Twice			英语	3833				暂无						美国		
关键协议	电影	剧情/罪案/西部	8.0		2005-10-06 周四		The Proposition			英语	4692				暂无						澳大利亚		
女王	电影	剧情/传记	9.2		2006-09-15 周五		The Queen			英语	1172				暂无						英国		
生死朗读	电影	剧情/爱情	9.2		2008-12-12 周五		The Reader			英语	1069				暂无						美国		
红男爵	电影	动作/战争/剧情/爱情/冒险/传记	9.1		2008-04-10 周四		The Red Baron			英语	1415				暂无						德国		
一年之冬	电影	剧情	9.3		2008-11-13 周四		Im Winter ein Jahr			英语/德语	956				暂无						德国		
但丁密码	电影	悬疑	6.6		2016-10-28 周五		Inferno			英语	7554				暂无						美国	哥伦比亚	
星际穿越	电影	科幻/悬疑/冒险	9.5		2014-11-07 周五		Interstellar			英语	78	B			暂无						美国		
第一夫人	电影	剧情/传记	7.4		2016-12-02 周五		Jackie			英语	6309				暂无						美国		
谍影重重5	电影	动作/惊悚/悬疑	8.4		2016-07-29 周五		Jason Bourne			英语	3083				暂无						美国		
变相怪杰2	电影	喜剧/魔幻/冒险	7.0		2005-08-04 周四		Son.of.the.Mask.			英语	7144				暂无						美国		
刑警7人	日剧	剧情/罪案	7.3		2019-07-10 周三		第五季 刑事7人 シーズン5	朝日		日语		A			幻月字幕组						日本		
天国餐厅	日剧	喜剧	7.4		2019-07-09 周二		Heaven Gokuraku Restaurant	TBS		日语		A			人人影视字幕组						日本		
蝉男	日剧	喜剧	8.0		2019-07-26 周五		Semi Otoko	朝日		日语		A			人人影视字幕组						日本		
我分享了老公	日剧	生活	7.1		2019-07-04		わたし旦那をシェアしてた	NTV		日语		B			弯弯字幕组					1day	日本		
两句恐怖故事	美剧	恐怖/惊悚/悬疑	6.8		2019-08-09 周五		Two Sentence Horror Stories	CW		英语		C			人人影视字幕组						美国		
死亡诗社	电影	剧情	9.5		1989-06-09 周五		Dead Poets Society			英语	247	B			暂无						美国		
歌舞青春2	电影	剧情/喜剧	9.1		2007-08-17		High School Musical 2			英语	1868				暂无						美国		
歌舞青春	电影	剧情/喜剧	9.5		2006-01-20		High School Musical			英语	766				暂无						美国		
速度与激情4	电影	动作	9.2		2009-04-15		Fast & Furious			英语	1245	C			暂无						美国		
怪物/汉江怪物	电影	剧情/喜剧/科幻/恐怖/惊悚	8.4		2006-07-27 周四		The Host			韩语	3379				暂无						韩国		
男孩心思我最懂	电影	喜剧/爱情	7.5		2008-08-22 周五		The House Bunny 			英语	6055				暂无						美国		
隐形人	电影	纪录	6.1		2013-05-02 周四		The Invisible Men			其他	22				暂无						其他		
跨国银行	电影	动作/惊悚/悬疑/罪案	6.7		2009-02-13 周五		The International 			英语	7578				暂无						美国		
高达剧场版：夏亚的逆袭	电影	动画/科幻/剧情/动作	9.0		1988-03-12 周六		Gundam Chars Counterattack			日语	1659				暂无						日本	Nippon Sunrise	
海蒂和爷爷	电影	剧情	9.2		2015-10-01 周四		Heidi			德语	1173				暂无						德国		
亿万	美剧	剧情	9.3		2016-01-18 周一		Billions	Showtime		英语		C			人人影视字幕组					3day	美国		
伪装不伦	日剧	喜剧/爱情	7.4		2019-07-10 周三		Gisou Furin	TBS		日语		A			人人影视字幕组						日本		
超凡蜘蛛侠	电影	动作/科幻/冒险	8.2		2012-08-27 周一		The Amazing Spiderman			英语	89				暂无						美国	索尼/哥伦比亚	
蜘蛛侠	电影	动作/科幻/爱情/罪案	9.1		2007-05-04 周五		Spider-Man Trilogy			英语	843	C			暂无						美国		
不朽的园丁	电影	剧情/惊悚/悬疑/爱情	8.7		2005-11-11 周五		The Constant Gardener 			英语	2580				暂无						英国		
本杰明·巴顿奇事	电影	剧情/魔幻/悬疑	9.4		2008-12-25 周四		The Curious Case of Benjamin Button 			英语	457				暂无						美国		
英国病人	电影	战争/剧情/爱情	9.5		1996-11-15 周五		The English Patient			英语/德语/意大利语	367				暂无						美国	米拉麦克斯影业公司等	
星际迷航11	电影	动作/科幻/冒险	9.6		2009-05-15		Star Trek			英语	369	A			暂无						美国		
星际迷航13：超越星辰	电影	动作/科幻/冒险	7.8		2016-09-02		Star Trek Beyond			英语	5494	A			暂无						美国		
异邦人：无皇刃谭	电影	动作/冒险/动画	9.1		2007-09-29 周六		Stranja: Sword of the Stranger			日语	1352				暂无						日本		
星际旅行8：第一类接触	电影	动作/科幻/惊悚/冒险	8.3		1996-11-22 周五		Star Trek: First Contact			英语	3937	C			暂无						美国		
深水	英剧	剧情	6.6		2019-08-15 周四		Deep Water	ITV		英语		C									英国		
黑水	电影	剧情	9.1		2019-11-22		Dark Waters			英语	1444				暂无						美国		
空战英豪	电影	动作/战争/剧情/爱情/冒险	7.3		2006-09-22 周五		Flyboys			英语/国语	6559	A			暂无						美国	20世纪福克斯德国分公司	
秘密花园	电影	剧情	0.0		2020-04-15		The Secret Garden			英语	10959				暂无						法国		
攻壳机动队2：无罪	电影	剧情/科幻/惊悚/动画	9.2		2004-03-06 周六		Ghost in the Shell 2 Innocence			日语	1068	A			暂无						日本	Bandai Visual Co. Ltd.	
一球成名1	电影	剧情/爱情/体育	9.2		2005-09-30 周五		Goal/Goal! 2: Living the Dream.../Goal! III			英语	1115				暂无						英国	Milkshake Films	
飞翔吧埼玉	电影	喜剧	6.7		2019-02-22 周五		翔んで埼玉			日语	7678	A			暂无						日本		
X战警：逆转未来	电影	动作/科幻/冒险	8.8		2014-05-23 周五		X-Men: Days of Future Past			英语	24	B			暂无						美国	二十世纪福斯电影公司	
大开眼戒	电影	剧情/惊悚/悬疑	8.9		1999-07-16 周五		Eyes Wide Shut			英语	1872				暂无						美国	华纳兄弟公司	
湿地	电影	剧情/爱情	8.6		2013-08-22 周四		Feuchtgebiete			德语	2965				暂无						德国		
死神来了	电影	恐怖/惊悚	8.7		2000-03-17		Final Destination			英语	2772				暂无						美国		
死神来了5	电影	血腥/恐怖/惊悚/冒险	8.4		2000-03-17 周五		Final Destination			英语	822				暂无						美国	新线电影公司	
痛症医师车耀汉	韩剧	剧情	8.4		2019-07-19		통증의사 차요한	SBS		韩语		A			韩迷字幕组						韩国		
超凡蜘蛛侠2	电影	动作/科幻/冒险	8.1		2014-05-02 周五		The Amazing Spider-Man 2			英语	34				暂无						美国		
这个男人来自疯狂世界	电影	剧情/喜剧/冒险	8.1		2018-05-19		The Man Who Killed Don Quixote			英语	4367	C			暂无						西班牙		
名侦探柯南：战栗的乐谱	电影	悬疑/动画	8.7		2008-04-19 周六		名探偵コナン 戦慄の楽譜			日语	2787				暂无						日本		
如果的事	电影	剧情/喜剧/爱情	8.7		2013-09-07		What If			英语	2779	A			暂无						美国		
八恶人	电影	剧情/罪案/西部	8.9		2015-12-30 周三		The Hateful Eight			英语	1897	C			暂无						美国		
遗失的环节	电影	冒险/动画	7.5		2019-04-12		Missing Link			英语	6142	A			暂无						美国		
异形3	电影	动作/科幻/恐怖	7.4		1992-05-22		Alien³			英语	6389				暂无						美国		
异形4	电影	动作/科幻/恐怖	9.3		1997-11-06		Alien: Resurrection			英语	1026				暂无						美国		
异形 1-4	电影	动作/科幻/惊悚/冒险	9.4		1979-05-25 周五		Alien Ⅰ-Ⅳ			英语	243				暂无						美国		
于是，活下去	日剧	爱情	7.3		2019-08-04 周日		Soshite Ikiru	WOWOW		日语		A			人人影视字幕组						日本		
詹妮弗的肉体	电影	喜剧/恐怖	5.8		2009-09-18		Jennifer's Body			英语	9000	D			暂无						美国		
霍比特人2：斯矛革荒原	电影	动作/剧情/魔幻/冒险	9.1		2013-12-13 周五		The Hobbit: The Desolation of Smaug			英语	25	B			暂无						美国		
指环王1：魔戒再现	电影	动作/剧情/冒险	9.5		2002-04-04		The Lord of the Rings: The Fellowship of the Ring			英语	532	B			暂无						美国		
X战警2	电影	动作/科幻/惊悚	8.7		2003-05-02 周五		X2			英语	2758	B			暂无						美国		
霍比特人3：五军之战	电影	魔幻/冒险	9.1		2014-12-11 周四		The Hobbit: The Battle of the Five Armies			英语	391	B			暂无						美国	华纳兄弟影片公司	
全裸导演	日剧	动作/剧情/励志/科教/枪战/传记	9.0		2019-08-08 周四		全裸監督	Netflix		日语		E			NETFLIX官方中字						日本		
生化危机5：惩罚	电影	动作/科幻/恐怖/惊悚	6.4		2012-09-14 周五		Resident Evil: Retribution 3D 			英语	3947				暂无						美国	Screen Gems Inc.	
轮到你了	日剧	悬疑	8.7		2019-04-14 周日		Anata no Ban Desu	NTV		日语		B			人人影视字幕组						日本		
美女摔角联盟	美剧	剧情/喜剧	8.7		2017-06-24 周六		GLOW	Netflix		英语		C			NETFLIX官方中字						美国		
骇客时空电影版	电影	动作/悬疑/冒险/动画	7.2		2007-12-22 周六		Dot Hack G U Trilogy Fansubbed			日语	6794				暂无						日本		
迷离档案	美剧	科幻/惊悚/悬疑/罪案	9.3		2008-09-10 周三		Fringe	FOX		英语		C			人人影视字幕组						美国		
咖啡与香草	日剧	爱情	8.0		2019-07-04 周四		Coffee and Vanilla	其他		日语		A			人人影视字幕组						日本		
恶毒女儿·圣洁母亲	日剧	悬疑	8.0		2019-07-06 周六		Poison Daughter · Holy Mother	WOWOW		日语		A			人人影视字幕组						日本		
纯洁强迫症	英剧	剧情/生活	8.1		2019-01-31		Pure	Channel 4		英语		D			人人影视字幕组					0day	英国		
小飞象	电影	冒险	8.0		2019-03-29		Dumbo			英语	4533	A			暂无						美国		
最佳敌人	电影	剧情/历史/传记	7.2		2019-04-05		The Best of Enemies			英语	6867	C			暂无						美国		
太平洋战争	美剧	战争/历史	9.3		2010-03-14 周日		The Pacific	HBO		英语		C									美国		
保镖	英剧	动作/剧情/血腥/惊悚/悬疑/罪案/枪战	9.2		2018-08-27 周一		Bodyguard	BBC		英语		C			人人影视字幕组					0day	英国		
欢乐颂	电影	喜剧	6.7		2019-04-04		Ode to Joy			英语	7779	C			暂无						美国		
阴阳界	美剧	剧情/血腥/悬疑	7.1		2019-05-30 周四		The InBetween	NBC		英语		C			Classic字幕组					2day	美国		
猫和老鼠：海盗寻宝	电影	喜剧/冒险/动画	7.9		2006-08-22 周二		Tom and Jerry：Shiver Me Whiskers			英语	5256	A			暂无						美国		
恋上男生	泰剧	生活/青春/爱情/励志	6.4		2019-07-25 周四		IF I LOVE A BOY	其他		泰语		A			宅基地字幕组					不详	泰国		
美少女的谎言：完美主义	美剧	剧情/恐怖/惊悚/悬疑	7.4		2019-03-21 周四		Pretty Little Liars: The Perfectionists	FREEFORM		英语		B			人人影视字幕组					0day	美国		
不久再相见	电影	剧情/爱情	4.8		2019-07-26 周五		See You Soon			英语	9736	D			暂无						美国		
小小巨人	电影	剧情	8.3		2018-09-09		Giant Little Ones			英语	4159	D			暂无						加拿大		
局外人	电影	西部	4.7		2019-06-14		The Outsider			英语	9792	B			暂无						美国		
心慌慌	电影	科幻/惊悚	5.0		2017-06-01 周四		Be Afraid			英语	9627	C			暂无						美国		
惊奇队长	电影	动作/冒险	7.7		2019-03-08		Captain Marvel			英语	4372	A			暂无						美国		
悦纳新自我	美剧	喜剧	8.6		2019-10-18 周五		Living with Yourself	Netflix		英语		C									美国		
不期而爱	电影	剧情/生活/爱情	6.4		2003-03-24 周一		An unexpected love			英语	8173	C			暂无						美国		
姜食堂	韩剧	真人秀	8.4		2019-05-31		 강식당  	tvN		韩语		A			女汉子字幕组						韩国		
你的名字	电影	生活/青春/励志	8.7		2016-12-26 周一		Your Name			日语	2326	A			暂无						日本		
漫威	电影	动作/喜剧/魔幻/科幻/暴力	9.3		2016-05-17 周二		Marvel			英语/国语/日语/俄语/其他	90	D			暂无						美国	Marvel	
忌日快乐2	电影	恐怖/惊悚/悬疑	7.8		2019-02-13		Happy Death Day 2U			英语	5395	C			暂无						美国		
阿丽塔：战斗天使	电影	动作/科幻/冒险	8.2		2019-02-14 周四		Alita: Battle Angel			英语	3188	C			暂无						美国		
假/如	美剧	惊悚	6.7		2019-05-24 周五		What/If	Netflix		英语		C			人人影视字幕组						美国		
误打误撞	英剧	喜剧	8.5		2013-09-24 周二		The Wrong Mans	BBC		英语		A			人人影视字幕组						英国		
浮生若寄	美剧	剧情/喜剧/生活	7.2		2017-02-20 周一		Crashing	HBO		英语		D			人人影视字幕组					0day	美国		
此房是我造	电影	喜剧/惊悚	7.2		2018-05-14		The House That Jack Built			英语	6879	E			暂无						美国		
比利小子	电影	西部	7.4		2019-05-23		The Kid			英语	6346	B			暂无						美国		
吸血鬼生活	美剧	剧情/喜剧	7.3		2019-03-28 周四		What We Do in the Shadows	FX		英语		C			人人影视字幕组					0day	美国		
京都动画 世界源源不断的支援	纪录片	剧情/纪录/灾难	7.9		2019-07-22 周一		“京アニは日本の宝”世界に広がる支援の輪▽日本の若者も	NHK		日语		B			幻月字幕组						日本		
十三号仓库	美剧	科幻	9.1		2009-07-08 周三		Warehouse 13	Syfy		英语		B			人人影视字幕组						美国		
世界奇妙物语 19 雨季特别篇	日剧	悬疑	7.9		2019-06-08 周六		Yonimo Kimyouna Monogatari 19 Ame no Tokubetsuhen	富士		日语		A			人人影视字幕组						日本		
TED	美剧	真人秀/科教	8.1		1984-02-23 周四		TED	其他		英语		A			大数据英语						美国		
毒玫瑰	电影	惊悚	6.2		2019-05-24		The Poison Rose			英语	8343	B			暂无						美国		
真探	美剧	悬疑/罪案	9.2		2014-01-13 周一		True Detective	HBO		英语		E			人人影视字幕组						美国		
为人师表	美剧	喜剧	8.2		2019-06-21 周五		Mr. Iglesias	Netflix		英语		B			人人影视字幕组						美国		
神奇动物：格林德沃之罪	电影	冒险	7.9		2018-11-16		Fantastic Beasts: The Crimes of Grindelwald			英语	4173	C			暂无						美国		
我要准时下班。	日剧	剧情	8.5		2019-04-16 周二		Watashi Teiji de Kaerimasu	TBS		日语		A			人人影视字幕组						日本		
威士忌骑士	美剧	动作/喜剧/爱情	7.7		2019-02-25 周一		Whiskey Cavalier	ABC		英语		B			人人影视字幕组					0day	美国		
BBC.包养约会的秘密	纪录片	剧情/纪录	7.2		2019-06-13 周四		BBC.Secrets.of.Sugar.Baby.Dating.2019	BBC		英语		A			人人影视字幕组					3day	英国		
女人们的秘密	日剧	剧情	6.8		2019-04-19		ミストレス～女たちの秘密～	NHK		日语		B			弯弯字幕组					3day	日本		
硅谷发明家：吸血成金	电影	纪录	7.9		2019-01-24		The Inventor: Out for Blood in Silicon Valley			英语	5221	A			暂无						美国		
绝杀慕尼黑	电影	剧情	7.7		2019-06-13		Движение вверх			俄语	5592	B			暂无						俄罗斯		
末日巡逻队	美剧	动作/剧情/科幻	8.4		2019-02-16 周六		Doom Patrol	DC Universe		英语		D			人人影视字幕组						美国		
千与千寻	电影	剧情/科幻/动画	9.1		2001-07-20 周五		Sen to Chihiro no kamikakushi			日语	899	A			暂无						日本		
来自未来的故事	美剧	剧情/科幻/讽刺	8.1		2019-06-11 周二		Stories from Our Future	Netflix		英语		B								0day	美国		
亲情劫	英剧	剧情	6.0		2018-01-08		Next of Kin	其他		英语		A			甜饼字幕组						英国		
死亡医生玛丽	加剧	剧情	7.2		2017-01-25		Mary Kills People	其他		英语		B			X字幕组						加拿大		
誓言	美剧	动作/剧情	8.0		2018-03-08 周四		The Oath	Crackle		英语		C			Fantopia字幕组						美国		
波西米亚狂想曲	电影	剧情/传记	8.9		2019-03-22		Bohemian Rhapsody			英语	2015	A			暂无						英国		
黑镜	美剧	剧情/科幻/悬疑	9.1		2011-12-04 周日		Black Mirror	Netflix		英语		C			人人影视字幕组						美国		
姬情无限	美剧	剧情/喜剧	6.0		2017-07-01		Barbelle	其他		英语		A			橘里橘气字幕组						美国		
羞耻(美版)	美剧	剧情/青春/爱情	7.9		2018-04-28		第一季 SKAM Austin Season 1	其他		英语		B			弯弯字幕组					补剧中	美国		
真的是百合吗？	韩剧	剧情/青春	5.5		2019-06-21		Really Lily?	其他		韩语		A			橘里橘气字幕组					不详	韩国		
和歌子酒	动画	动画	8.3		2015-07-05		ワカコ酒	其他		日语		A			甜饼字幕组						日本		
诈欺担保人	美剧	剧情	9.0		2017-01-14 周六		Sneaky Pete	Amazon		英语		C			人人影视字幕组					非周播	美国		
未来的工作与死亡	电影	纪录	6.9		2016-09-25		The Future of Work and Death			英语	7458	A			暂无						英国		
极道女孩	电影	喜剧	7.6		2019-02-08 周五		BACK STREET GIRLS 			日语	5912	C			暂无						日本		
追逐野马	电影	剧情	6.9		2018-06-08		Chasing Bullitt			英语	7432	A			暂无						美国		
最后一人	电影	动作/剧情/科幻	5.2		2019-01-18		Numb, at the Edge of the End			英语	9508	B			暂无						美国		
SUNNY	电影	剧情	8.0		2018-08-31 周五		SUNNY			日语	4889	A			暂无						日本		
亿男	电影	剧情	7.5		2018-10-19 周五		Okuotoko			日语	6358	B			暂无						日本		
致命标记	美剧	惊悚/悬疑	6.1		2016-07-19 周二		T@gged	其他		英语		B			弯弯字幕组					补剧中	美国		
宝莱坞机器人2.0：重生归来	电影	动作/科幻/惊悚	7.1		2018-11-29 周四		2.0			英语/印度语	7023	B			暂无						印度		
吸血网站	电影	恐怖/惊悚	5.2		2007-01-17 周三		the last sect			英语	9503	C			暂无						加拿大		
过界的爱	泰剧	剧情/爱情	8.0		2019-04-06		Club Friday The Series 11 รักที่ไม่ได้ออกอากาศ ตอน รักล้ำเส้	其他		泰语		B			弯弯字幕组					3day	泰国		
浪客剑心：传说的完结篇	电影	剧情/古装	9.2		2014-09-13 周六		Rurouni Kenshin Densetsu no Saigo Hen			日语	1130	C			暂无						日本	华纳	
黑暗正义联盟	电影	动作/科幻/惊悚/动画	8.4		2017-02-07 周二		Justice League Dark			英语	3480	A			暂无						美国		
斯塔比中士：一个美国英雄	电影	战争/历史/冒险/动画	7.6		2018-04-13		Sgt. Stubby: An American Hero			英语	5902	A			暂无						美国		
哥谭	美剧	动作/剧情/科幻	8.9		2014-09-09 周二		Gotham	FOX		英语		C			人人影视字幕组					0day	美国		
柯莱特	电影	剧情/历史/传记	7.7		2018-01-20		Colette			英语	5594	C			暂无						英国		
浪客剑心：京都大火篇	电影	剧情/古装	9.3		2014-08-01 周五		Rurouni Kenshin Kyoto Taika Hen			日语	917	C			暂无						日本	华纳	
浪客剑心	电影	剧情/古装	9.0		2012-08-25 周六		Rurouni Kenshin			日语	211	C			暂无						日本	华纳	
蛇蝎美人	美剧	惊悚/悬疑	8.2		2011-05-13		Femme Fatales	Cinemax		英语		E			深影字幕组						美国		
复仇者联盟	电影	动作/科幻/冒险	9.0		2012-05-05		The Avengers			英语	39				暂无						美国	漫威影业	
绑定	美剧	剧情/喜剧	8.2		2019-04-24 周三		Bonding	Netflix		英语		C			人人影视字幕组					0day	美国		
街头美食	深夜剧	生活	7.6		2019-04-26 周五		Street Food	Netflix		英语		A			NETFLIX官方中字						美国		
致命武器	美剧	动作/剧情/罪案	8.8		2016-09-22 周四		Lethal Weapon	FOX		英语		B			人人影视字幕组					0day	美国		
十全八美	美剧	喜剧	8.3		2018-10-17 周三		The Kids Are Alright	ABC		英语		A			Classic字幕组						美国		
拉普拉斯的魔女	电影	剧情/悬疑	7.6		2018-05-04		ラプラスの魔女			日语	5915	B			暂无						日本		
逃亡花	日剧	悬疑	7.9		2018-04-14		逃亡花	其他		日语		B			幻月字幕组					补剧中	日本		
羞耻·法国版	法剧	生活/青春/爱情	8.9		2018-02-05 周一		SKAM FRANCE	其他		法语		C			BZD不着调字幕组						法国		
博斯	美剧	剧情/悬疑/罪案	9.1		2014-02-06 周四		Bosch	其他		英语		C			大家字幕组					补剧中	美国		
另一个天堂	电影	剧情/历史/传记	5.8		1982-09-25 周六		Egymásra nézve			葡萄牙语	9064	B			暂无						美国		
希尔达	动画	冒险/动画	9.3		2018-09-21		Hilda	Netflix		英语		A			甜饼字幕组						英国		
何以为家	电影	剧情	8.8		2019-04-29		capernaum			阿拉伯语	2284	A			暂无						法国		
雏鸟	日剧	剧情/生活	8.4		2017-04-03 周一		ひよっこ	NHK		日语		A			有村花纯字幕组						日本		
绝叫	日剧	悬疑/罪案	8.8		2019-03-24 周日		Zekkyo	WOWOW		日语		B			人人影视字幕组						日本		
天赋异禀	美剧	科幻	8.0		2017-10-02 周一		The Gifted	FOX		英语		B			人人影视字幕组					0day	美国		
女人心情的调整方式	日剧	剧情/生活/偶像	6.2		2019-03-16 周六		女の機嫌の直し方	东京台		日语					拉风字幕组					1day	日本		
大黄蜂	电影	动作/科幻/冒险	7.3		2019-01-04 周五		Bumblebee			英语	6287	B			暂无						美国		
奎迪：英雄再起	电影	剧情	7.6		2019-01-04		Creed II			英语	5835	B			暂无						美国		
惊世	美剧	剧情/科幻/冒险	7.8		2010-09-23 周四		The Event	FOX		英语		A									美国		
CODE BLUE -急救直升机- 剧场版	电影	医务	8.7		2018-07-27 周五		CODE BLUE THE MOVIE			日语	2541	A			暂无						日本		
十字路口	电影	剧情/动画	8.1		2014-02-25		クロスロード			日语	4349	A			暂无						日本		
完美犯罪	日剧	剧情	6.6		2019-01-19 周六		Perfect Crime	朝日		日语		C			幻月字幕组						日本		
Code Blue -急救直升机-	日剧	医务	9.0		2008-07-03 周四		Code Blue Doctor Heli Kinkyu Kyumei	富士		日语		A			人人影视字幕组						日本		
卖房子的女人的逆袭	日剧	剧情	8.7		2019-01-09 周三		Ieuru Onna no Gyakushu	NTV		日语		A			人人影视字幕组						日本		
后妻业	日剧	剧情	6.6		2019-01-22 周二		Gosaigyo	其他		日语		A			人人影视字幕组						日本		
明日之星	美剧	剧情/青春	6.7		2016-12-15 周四		Star	FOX		英语		B									美国		
Trace～科搜研之男～	日剧	悬疑	7.2		2019-01-07 周一		Trace Kasouken no Otoko	富士		日语		A			人人影视字幕组						日本		
绿毛怪格林奇	电影	喜剧/动画	8.1		2018-12-14		The Grinch			英语	4754	A			暂无						美国		
轻松小熊和小薰	日剧	动画	9.1		2019-04-19		リラックマとカオルさん	Netflix		日语		A			NETFLIX官方中字						日本		
探索频道 造物小百科	纪录片	纪录	9.6		2001-07-01 周日		Discovery How Its Made	探索频道		英语		A									美国		
有何不可	泰剧	剧情/青春	5.5		2018-09-13		Why not Season 1	其他		泰语		A			橘里橘气字幕组						泰国		
热血高校	电影	动作/惊悚	8.5		2007-10-27 周六		Crows Zero			日语	2937				暂无						日本		
四叶银行 原岛浩美有异议！ ～把赌注压在她身上～	日剧	剧情	7.5		2019-01-21 周一		Yotsuba Ginkou Harashima Hiromi ga Monomosu Kono Hito ni Kakero	东京台		日语		A			人人影视字幕组						日本		
蜘蛛侠：平行宇宙	电影	动作/科幻/冒险/动画	9.1		2018-12-21		Spider-Man: Into the Spider-Verse			英语	774	A			暂无						美国		
偶像战争	美剧	剧情/歌舞	7.2		2017-04-24		Guerra de Idolos	其他		西班牙语		B			STARRY字幕组						美国		
